@relation California-housing-19

@attribute Value numeric
@attribute Income numeric
@attribute Median-Age numeric
@attribute Rooms numeric
@attribute Bedrooms numeric
@attribute 'Population ' numeric
@attribute Occupancy numeric
@attribute Latitude numeric
@attribute Longitude numeric

@data
3.5,2.7157,25,3.78655,1.219298,856,2.502924,33.77,-117.97
1.796,2.6618,22,4.210131,1.078799,1543,2.894934,33.77,-117.97
1.609,3.4955,15,3.709447,0.946524,1617,2.882353,33.77,-117.99
1.698,3.6333,7,4.094545,1.036364,1576,2.865455,33.77,-117.98
1.94,3.1771,18,5.04607,1.081301,1301,3.525745,33.76,-117.97
1.742,4.0955,22,4.888218,1.016616,2034,3.072508,33.77,-117.98
1.969,4.32,29,4.788644,0.984227,1086,3.425868,33.76,-117.98
1.875,4.7464,28,4.714286,0.92517,901,3.064626,33.76,-117.97
1.895,4.2813,24,4.339869,0.947712,1012,3.30719,33.76,-117.96
1.939,3.7734,22,4.781784,1.055028,2126,4.034156,33.76,-117.96
1.761,2.7986,14,4.586837,1.117002,1814,3.316271,33.75,-117.96
1.88,4.1295,29,5.332362,1.067055,1703,4.965015,33.76,-117.95
1.842,4.2386,27,4.915851,0.990215,1861,3.641879,33.76,-117.94
1.762,3.7232,33,4.353474,1.018127,1233,3.725076,33.76,-117.94
1.914,4.3512,24,4.976101,1.021384,3196,4.020126,33.76,-117.95
1.867,4.015,30,5.017143,1.040952,4480,4.266667,33.75,-117.94
2.373,4.6167,25,5.777293,0.908297,852,3.720524,33.75,-117.96
1.963,2.78,22,4.243542,0.994465,1625,2.998155,33.75,-117.96
2.761,6.6355,19,7.210909,1.029091,1098,3.992727,33.75,-117.95
2.314,5.1416,24,5.944282,1.049853,1405,4.120235,33.75,-117.95
1.839,4.0508,27,4.962319,0.942029,1036,3.002899,33.76,-117.97
1.907,3.9107,26,5.186728,1.114198,2709,4.180556,33.75,-117.97
1.904,3.75,32,5.393103,0.931034,973,3.355172,33.75,-117.97
1.741,4.1577,24,4.484594,0.984594,3308,4.633053,33.76,-117.93
1.628,4.2219,24,4.539474,1.115132,1472,4.842105,33.75,-117.93
1.416,3.5967,15,4.257391,1.046957,1666,2.897391,33.75,-117.93
1.618,3.371,17,4.049697,0.973333,3381,4.098182,33.76,-117.93
1.779,4.05,21,4.471318,1.026357,2613,4.051163,33.76,-117.93
1.375,3.3629,8,4.115044,1.058407,1511,2.674336,33.75,-117.92
1.475,4.0313,19,4.444444,1.090278,1413,3.270833,33.75,-117.92
1.948,4.4732,29,5.482979,0.946809,1849,3.934043,33.77,-117.89
1.823,3.9613,35,5.173127,0.976744,1726,4.459948,33.77,-117.9
1.904,3.0902,26,4.168042,1.048762,4545,3.409602,33.77,-117.91
1.674,3.8506,22,4.944846,1.030204,5254,3.44977,33.76,-117.91
1.743,2.8438,26,4.639053,1.047337,662,3.91716,33.76,-117.92
2.151,2.8594,20,4.151458,1.118532,4818,4.532455,33.76,-117.91
1.563,2.6442,23,4.134259,1.032407,1149,5.319444,33.75,-117.92
1.428,3.0625,32,3.930348,0.99005,1196,5.950249,33.75,-117.92
1.6,3.0635,8,3.480712,1.007418,3842,5.700297,33.75,-117.91
1.426,3.9219,15,4.466667,1.044444,677,2.507407,33.74,-117.93
1.53,3.1403,30,3.541756,0.929336,1843,3.946467,33.74,-117.93
0.875,3.3017,5,3.243655,1,666,3.380711,33.74,-117.93
1.865,3.1773,13,4.165915,1.140667,3385,3.052299,33.74,-117.92
1.597,2.1838,18,3.578603,1.072052,2513,5.4869,33.74,-117.92
1.625,3.3846,15,2.930328,0.877049,1394,5.713115,33.74,-117.91
1.893,4.3882,24,5.082139,1.015282,4011,3.830946,33.74,-117.92
1.795,3.9816,27,4.928668,1.122476,3009,4.049798,33.73,-117.93
2.072,4.2222,24,5.323308,1.052632,3118,3.907268,33.74,-117.94
2.114,5.2563,24,5.878151,1.005602,2468,3.456583,33.73,-117.94
2.012,3.7162,16,4.916519,1.065719,1182,2.099467,33.74,-117.95
2.252,5.4485,25,5.685714,0.991837,976,3.983673,33.74,-117.95
2.719,5.9838,21,6.64684,1.02974,1846,3.431227,33.74,-117.95
1.605,4.1603,17,4.390728,0.907285,1401,3.092715,33.7,-117.98
2.3,4.4766,24,5.670762,1.140049,1101,2.70516,33.71,-117.98
2.188,3.6696,19,4.868812,1.205446,1251,3.096535,33.71,-117.99
2.296,4.8611,26,5.17663,1.013587,1098,2.983696,33.71,-117.98
2.248,6.0905,26,5.631148,0.959016,731,2.995902,33.68,-117.96
2.738,4.6452,23,5.572816,1.022654,865,2.799353,33.68,-117.97
2.307,4.7656,25,5.842566,1.017493,1085,3.163265,33.68,-117.96
2.192,2.3674,18,5.348454,1.11134,817,1.684536,33.68,-117.96
1.521,4.25,24,5.4399,1.067613,3441,2.872287,33.68,-117.96
2.609,5.7301,26,6.244444,0.97094,1930,3.299145,33.68,-117.97
2.304,4.875,26,5.429119,1.011494,817,3.130268,33.69,-117.95
2.65,5.0287,26,6.029491,0.922252,1311,3.514745,33.68,-117.95
2.392,5.5312,27,5.623377,0.983766,1115,3.62013,33.68,-117.95
2.528,3.6364,19,6.465409,1.201258,340,2.138365,33.68,-117.95
1.373,3.0417,25,4.926606,1.171254,554,1.69419,33.67,-117.95
3.724,8.289,25,6.788679,0.879245,810,3.056604,33.67,-117.95
3.298,6.8226,26,7.977679,1.013393,639,2.852679,33.66,-117.95
3.374,7.3719,22,7.104592,1.125,1086,2.770408,33.66,-117.95
1.979,3.7315,22,4.638387,1.048679,1500,2.086231,33.65,-117.98
2.113,4.2159,18,5.705556,1.144444,436,2.422222,33.65,-117.98
2.949,6.5501,22,6.868069,1.007648,1598,3.055449,33.65,-117.98
1.375,3.8187,20,5.099174,1.363636,792,2.181818,33.64,-117.98
1.392,4.2566,16,4.819444,1.055556,784,2.177778,33.74,-117.97
2.62,3.599,18,5.707911,1.093306,1439,2.918864,33.74,-117.97
2.225,5.7121,27,6.335347,0.981873,1217,3.676737,33.73,-117.97
2.242,5.0875,26,6.071685,0.9319,885,3.172043,33.73,-117.97
2.3,4.1484,19,4.655352,1.083551,1025,2.67624,33.74,-117.96
3.476,6.6324,22,7.129098,0.932377,1454,2.979508,33.73,-117.96
3.018,7.2845,19,7.052632,0.950764,2130,3.616299,33.73,-117.97
2.734,5.4286,24,6.602649,1.103753,1437,3.172185,33.72,-117.97
2.88,5.9582,21,6.176938,0.960239,1688,3.355865,33.72,-117.95
3.182,6.8645,23,7.302974,1.039033,1858,3.453532,33.72,-117.96
2.956,6.7919,19,7.377982,1.022018,1872,3.434862,33.73,-117.93
3.195,7.6709,17,7.691379,1.008621,2095,3.612069,33.72,-117.93
2.058,4.4728,17,6.042857,1.046429,934,3.335714,33.73,-117.92
2.258,3.9929,14,4.571048,1.049734,3171,2.816163,33.73,-117.92
2.742,5.5501,17,6.662651,1.008032,1520,3.052209,33.72,-117.92
3.426,5.5702,19,5.356436,1.050743,2243,2.77599,33.71,-117.96
2.909,3.4133,16,4.052174,1.147157,3285,2.197324,33.71,-117.95
3.045,4.5962,19,7.122807,0.969298,782,3.429825,33.71,-117.96
3.065,6.1092,20,6.816176,0.997549,1242,3.044118,33.71,-117.95
2.765,5.9449,18,6.45979,1.052448,1779,3.11014,33.71,-117.94
1.588,4.1366,10,4.383886,1.132701,1581,2.49763,33.71,-117.93
2.845,6.1181,18,6.74162,1.002793,2471,3.451117,33.7,-117.94
2.846,6.9261,24,7.150754,1.035176,1954,3.273032,33.69,-117.95
2.319,5.343,17,6.318033,1.009836,2585,2.825137,33.7,-117.95
3.502,7.0907,22,7.508539,0.986717,1774,3.366224,33.69,-117.98
2.92,6.799,21,7.077453,0.998279,1886,3.246127,33.69,-117.97
3.905,7.8195,16,8.602349,1.058725,2142,3.59396,33.7,-117.98
2.793,5.3428,23,6.373737,1.067821,1865,2.691198,33.7,-117.96
2.896,4.725,23,6.44226,1.093366,1103,2.710074,33.7,-117.96
2.904,6.091,20,7.229167,1.020833,1319,3.053241,33.69,-117.96
3.167,7.7313,17,6.793478,0.932065,1242,3.375,33.69,-117.96
2.78,6.3749,24,7,1.022312,1736,3.521298,33.7,-117.98
2.646,5.6825,24,6.699219,1.070313,1601,3.126953,33.71,-117.98
2.529,5.3737,26,6.211679,0.985401,1337,3.253041,33.71,-117.97
2.861,5.8195,25,6.585513,0.961771,1645,3.309859,33.71,-117.97
2.294,4.0345,25,5.466125,0.96748,1063,2.880759,33.7,-117.99
2.392,4.4148,17,5.856305,0.997067,952,2.791789,33.7,-117.98
2.13,3.7479,17,5.084084,1.094595,1715,2.575075,33.69,-117.99
2.472,5.7117,16,5.774882,1.037915,986,2.336493,33.69,-117.98
2.651,5.6765,25,6.279743,1.061093,1809,2.90836,33.67,-117.97
2.815,5.8541,22,6.448105,0.988468,1871,3.082372,33.66,-117.97
3.821,7.0173,16,8.073783,1.023548,2209,3.467818,33.67,-117.96
3.333,7.5699,19,8.127572,1.020576,2302,3.15775,33.66,-117.96
3.506,7.0151,23,9.691892,1.232432,1826,3.29009,33.65,-117.96
3.393,5.3674,26,6.875723,0.971098,988,2.855491,33.65,-117.97
3.44,6.1572,25,7.051136,1.022727,960,2.727273,33.63,-117.97
2.898,5.7395,24,6.266854,0.967697,1943,2.728933,33.65,-117.96
3.433,7.8453,21,6.527331,1.022508,910,2.926045,33.65,-117.96
3.631,4.0229,18,4.765873,1.162698,1549,2.048942,33.65,-117.96
3.839,6.8939,17,7.131944,1.010417,836,2.902778,33.61,-117.98
2.698,6.2984,18,6.022801,0.934853,2046,3.332248,33.73,-117.97
2.197,3.4679,18,3.848394,1.060241,2192,2.200803,33.73,-117.98
2.404,6.0494,24,5.175824,1.001832,1738,3.18315,33.72,-117.98
2.431,5.2655,28,5.532028,0.998221,1891,3.364769,33.72,-117.98
2.647,5.8252,7,5.144414,1.066303,2493,2.264305,33.67,-117.98
2.794,6.1624,26,6.50738,1.009225,1615,2.979705,33.66,-117.98
3.307,6.979,17,6.705706,0.960961,2166,3.252252,33.67,-117.97
1.803,2.8061,14,4.879808,1.072115,1974,1.581731,33.66,-117.97
3.691,7.3982,14,7.194915,1.010593,1542,3.266949,33.68,-117.98
2.819,6.2473,24,6.892739,1.029703,1704,2.811881,33.68,-117.98
3.329,6.8039,17,6.814136,0.97644,1265,3.311518,33.68,-117.98
3.908,7.3731,16,7.235955,0.959872,2221,3.565008,33.68,-117.97
2.321,5.5105,26,6.705394,1.211618,700,2.904564,33.68,-117.97
4.477,5.888,13,5.922449,1.093878,1125,2.295918,33.67,-118.01
3.976,5.041,16,4.626615,1.007752,1644,2.124031,33.67,-118.01
4.292,4.355,19,5.00989,1.148352,1949,2.141758,33.66,-118.01
4.427,4.2289,25,5.154337,1.151786,1689,2.154337,33.66,-118
4.083,2.8352,38,6.385965,1.619048,755,1.892231,33.65,-118.02
2.736,4.7245,13,4.540295,1.00227,1999,2.269012,33.68,-117.99
1.869,3.5848,18,4.487805,1.02439,1047,2.321508,33.68,-117.99
2.346,4.2165,15,4.962085,1.048973,1729,2.731438,33.67,-117.99
2.167,3.4899,14,4.297789,1.093628,2272,2.954486,33.68,-117.99
2.822,4.625,19,5.037037,1.044974,1776,2.349206,33.67,-117.99
3.5,4.0385,12,4.565574,0.981557,1122,2.29918,33.67,-117.99
2.625,3.5859,17,4,1.009456,903,2.134752,33.67,-117.99
2.529,3.2353,16,4.402821,1.109718,1260,1.974922,33.66,-118
3.531,4.6591,29,5.635593,1.241525,613,2.597458,33.66,-117.99
2.688,3.0625,14,5.486957,1.135652,951,1.653913,33.66,-117.99
2.714,4.3409,11,5.263926,1.106101,1508,2,33.62,-118.02
4.777,10.1154,5,8.093426,1.078431,2427,2.799308,33.65,-118.05
2.854,6.4858,12,5.557794,1.044539,2048,2.171792,33.68,-118
3.878,4.8125,34,5.873418,1.05538,1521,2.406646,33.67,-118
2.797,4.0121,19,4.951596,1.059732,2422,2.494336,33.71,-118
2.375,2.7614,18,3.455806,1.001733,3031,5.253033,33.71,-117.99
2.167,2.7865,17,3.703704,1.060185,1803,4.173611,33.71,-117.99
3.319,5.3886,23,5.933761,1.063034,2408,2.57265,33.71,-118.02
2.857,6.3047,23,6.591678,1.0013,2473,3.215865,33.7,-118.02
2.678,4.4453,22,5.548306,1.070263,4404,2.762861,33.72,-118.02
3.025,6.7418,23,6.952462,0.981324,1766,2.998302,33.73,-118.01
3.369,5.1384,24,6.04825,1.07947,2743,2.59508,33.73,-118.02
2.61,5.163,24,5.5,1.011628,2465,2.605708,33.72,-118.03
2.378,4.6649,24,5.631703,1.048896,3418,2.695584,33.72,-118.04
2.509,3.8365,24,5.082126,1.016908,1181,2.852657,33.73,-117.99
3.428,6.7395,26,7.929078,0.992908,809,2.868794,33.73,-118
2.208,3.1912,20,3.894737,1.082007,1770,2.166463,33.73,-117.99
2.557,5.5514,26,6.618519,1.018519,801,2.966667,33.72,-117.99
1.348,4.2875,17,5.235514,1.213084,1473,2.753271,33.72,-117.99
1.885,3.628,14,4.477895,1.130526,1338,2.816842,33.72,-117.99
2.956,4.7515,18,5.260417,1.08734,3079,2.467147,33.71,-118.01
3.027,7.248,24,6.557823,0.964286,1741,2.960884,33.7,-118.01
5.00001,11.5199,3,7.682927,0.934959,337,2.739837,33.69,-118.01
2.488,4.625,13,4.671711,1.051222,1999,2.327125,33.7,-117.99
2.164,5.3259,16,5.466667,1.088889,886,3.281481,33.69,-117.99
3.5,1.6705,12,3.147208,1.088832,1441,1.82868,33.69,-117.99
2.878,5.8623,24,5.972414,1.018391,1184,2.721839,33.71,-118.02
3.953,7.7854,15,7.854722,1.01937,1259,3.048426,33.7,-118.03
2.714,6,26,6.310638,1.068085,738,3.140426,33.71,-118.03
4.379,9.5268,13,7.139276,0.990251,2429,3.383008,33.67,-118.07
1.694,4.7821,14,4.666667,1.088266,2222,2.307373,33.72,-118.04
1.889,4.1862,14,4.074695,1.047256,1192,1.817073,33.72,-118.05
1.825,4.0238,15,3.849057,1.027254,942,1.974843,33.72,-118.04
2.951,5.883,13,4.907407,0.996914,2261,2.326132,33.7,-118.09
3.969,6.0102,12,5.219766,1.128739,1605,2.087126,33.71,-118.04
3.8,6.6188,32,6.567368,1.025263,2615,2.752632,33.75,-118.09
4,4.7773,37,3.535461,0.929078,531,1.882979,33.74,-118.1
3.464,5.4011,15,5.385744,1.702306,785,1.645702,33.75,-118.11
5.00001,4.8482,43,3.954693,0.980583,565,1.828479,33.74,-118.11
4.222,4.6369,44,4.553134,1.06267,871,2.373297,33.74,-118.09
3.905,5.0926,24,5.121019,1,592,1.88535,33.75,-118.11
4.955,4.537,33,4.556989,1.126882,872,1.875269,33.74,-118.1
4.571,4.6528,31,4.225806,1.103226,563,1.816129,33.74,-118.1
5.00001,5.0476,32,3.766467,0.997006,645,1.931138,33.73,-118.11
5.00001,4.2287,32,3.974609,1.015625,934,1.824219,33.74,-118.1
4.85,4.9044,24,4.88189,1.165354,513,2.019685,33.72,-118.07
5.00001,5.1824,32,5.641148,1.196172,369,1.76555,33.72,-118.07
5.00001,8.7397,19,7.091371,1.375635,491,2.492386,33.71,-118.09
5.00001,5.7704,17,5.744975,1.177136,1619,2.03392,33.72,-118.06
4.616,8.8281,25,7.586837,1.042048,1424,2.603291,33.71,-118.05
5.00001,9.8177,22,8.08818,0.996248,1426,2.675422,33.72,-118.06
4.017,9.8346,13,6.013201,1.033003,643,2.122112,33.73,-118.07
5.00001,15.0001,14,8.354232,1.037618,964,3.021944,33.72,-118.06
5.00001,10.5424,16,7.598616,1.041522,1490,2.577855,33.73,-118.06
3.407,7.1673,14,5.506812,1.079019,696,1.896458,33.72,-118.08
2.661,5.0699,25,5.293362,0.963597,1301,2.785867,33.73,-118.05
2.261,5.2589,17,4.618227,1.162562,900,2.216749,33.72,-118.05
1.745,3.8038,22,4.574324,1.07348,2260,1.908784,33.72,-118.05
0.62,1.8015,26,3.540816,1.043367,515,1.313776,33.77,-118.09
0.875,2.1944,26,4.523897,1.033088,971,1.784926,33.77,-118.08
0.675,2.2708,26,3.947059,1.080392,664,1.301961,33.77,-118.08
0.685,1.9074,26,4.264177,1.114799,960,1.327801,33.77,-118.08
0.469,1.4617,25,3.341709,1.067002,743,1.244556,33.76,-118.08
0.585,1.808,26,3.925121,1.062802,533,1.28744,33.76,-118.09
0.613,1.7675,26,3.847093,1.082556,1829,1.312994,33.77,-118.09
0.543,1.6111,26,3.656134,1.072491,692,1.286245,33.76,-118.08
0.467,1.2813,26,3.182109,1.162939,366,1.169329,33.76,-118.08
0.713,2.0952,27,3.412903,1.025806,193,1.245161,33.76,-118.08
0.675,1.7208,27,3.669856,1.020734,847,1.350877,33.77,-118.09
1.76,2.925,26,4.302752,1.043578,1499,3.438073,33.76,-118
1.86,4.525,30,5.184049,1.107362,2269,3.480061,33.75,-118.01
1.375,2.7589,26,3.755435,1.05163,1977,5.372283,33.75,-118
3.167,6.394,25,7.438172,0.930108,1148,3.086022,33.74,-118
2.148,4.25,27,5.178253,1.046346,1781,3.174688,33.76,-118.02
2.312,5.7157,26,6.292632,1.008421,1596,3.36,33.75,-118.02
2.219,5.742,25,5.886076,1.074684,2503,3.168354,33.76,-118.03
3.388,7.0879,16,6.969697,0.885522,878,2.956229,33.76,-118.04
2.356,5.2001,16,6.118893,1.058632,1291,2.102606,33.75,-118.04
2.358,5.3559,26,5.741497,0.954649,1274,2.888889,33.74,-118.04
2.482,6.128,26,6.457143,1.023529,1961,3.295798,33.74,-118.02
2.341,5.5599,26,6.21608,1.021776,1902,3.18593,33.73,-118.02
2.649,6.0609,25,6.582792,1.025974,3613,2.93263,33.74,-118.01
1.8,3.8158,24,5.006477,1.03886,2670,3.458549,33.75,-117.98
1.996,3.3438,37,4.630037,1.003663,783,2.868132,33.75,-117.98
1.844,3.0909,30,4.447368,1.105263,1314,3.143541,33.75,-117.99
2.075,4.7404,29,5.553226,1.024194,2257,3.640323,33.74,-117.98
2.4,4.506,26,5.500677,1.002706,1960,2.652233,33.74,-117.99
3.047,4.4261,16,5.619394,1.100606,2341,2.837576,33.74,-117.98
2.481,4.375,17,5.318782,1.060914,2440,2.477157,33.73,-117.99
2.849,6.6539,22,6.412121,0.945455,2408,3.648485,33.73,-117.98
2.024,3.1902,29,5.145098,1.047059,922,3.615686,33.77,-117.99
1.974,4.0194,28,5.055031,1.025157,2066,3.248428,33.76,-117.98
1.909,3.369,30,4.37883,1.008357,1351,3.763231,33.76,-117.99
1.777,1.9439,17,3.640916,1.054363,1468,2.100143,33.76,-117.99
1.918,3.3125,22,4.069987,1.014805,2357,3.172275,33.75,-117.99
1.5,2.1375,23,3.276371,1.092827,1988,4.194093,33.76,-117.98
1.925,4.4545,24,4.497608,0.9689,967,2.313397,33.76,-117.98
2.106,5.1345,27,5.5,0.974178,1537,3.607981,33.75,-117.98
2.075,5.1507,34,6.257396,1.04142,1253,3.707101,33.77,-118.02
2.115,5.0091,33,5.883772,0.95614,1520,3.333333,33.77,-118.02
1.958,3.6289,25,4.568831,1.049351,1404,3.646753,33.76,-118.02
2.041,5.422,33,5.253788,0.901515,890,3.371212,33.77,-118.01
2.175,5.8362,32,6.511029,1.088235,995,3.658088,33.77,-118.01
1.919,3.9855,35,6.536278,1.100946,1249,3.940063,33.76,-118.01
1.777,2.2981,26,3.659829,1.020513,2038,3.483761,33.76,-118.01
1.928,3.4327,24,5.015152,1.011364,687,2.602273,33.77,-118
1.942,3.0263,29,3.948207,1.001992,1426,2.840637,33.76,-118
2.117,3.5139,28,5.265351,1.10307,1155,2.532895,33.77,-118
1.792,2.9083,14,3.648208,1.039088,982,3.198697,33.76,-118
2.088,3.0625,12,3.742515,0.991018,1047,3.134731,33.76,-118
2.212,3,21,4.587455,1.083233,1511,1.822678,33.77,-118.03
1.813,5.2077,7,5.476636,1.102804,232,2.168224,33.77,-118.02
2.189,5.635,27,6.802721,1.054422,880,2.993197,33.77,-118.03
2.559,5.8053,24,6.457627,0.981356,1818,3.081356,33.77,-118.03
2.235,5.0866,32,6.195426,1.027027,1370,2.848233,33.76,-118.03
2.949,7.1572,25,7.705882,1.034156,1623,3.079696,33.76,-118.04
2.376,5.8914,26,5.938616,0.992188,2932,3.272321,33.79,-118.03
2.166,4.1548,32,5.222586,1.037643,1718,2.811784,33.79,-118.03
2.232,5.4372,30,6.227848,1.020253,1277,3.232911,33.79,-118.01
2.289,5.5446,28,6.092058,1.009025,1754,3.166065,33.78,-118.02
2.074,5.9357,19,5.858407,1.057522,1160,2.566372,33.78,-118.01
2.575,5.1061,26,6.714765,1.013423,836,2.805369,33.78,-118.03
2.331,6,26,6.281501,1.010724,1166,3.126005,33.78,-118.01
2.701,6.6453,25,6.61825,0.98324,1600,2.979516,33.78,-118.03
2.594,5.8426,26,6.400703,0.97891,1623,2.852373,33.78,-118.04
2.471,5.7705,25,6.494755,1.005245,1640,2.867133,33.78,-118.04
3.694,6.0553,29,6.218274,1.037225,1457,2.465313,33.8,-118.08
3.845,7.1221,34,6.930417,1.007952,1311,2.606362,33.8,-118.07
3.762,7.6144,34,7.171717,0.997475,1127,2.84596,33.79,-118.08
3.427,6.6137,26,7.25,1.006757,852,2.878378,33.78,-118.09
3.624,5.8283,34,7.005666,1.084986,967,2.739377,33.79,-118.07
3.601,6.6312,31,6.791332,0.990369,1694,2.719101,33.79,-118.09
3.72,5.5767,34,6.609827,1.00289,1051,3.037572,33.78,-118.08
3.647,6.9324,30,6.954106,0.97343,1109,2.678744,33.78,-118.08
3.401,5.0102,25,5.89258,1.070875,1969,2.180509,33.78,-118.08
2.404,6.1142,23,6.361638,1.028971,3281,3.277722,33.79,-118.02
2.58,5.7837,23,6.60794,1.066998,1499,3.719603,33.79,-118.01
1.938,5.875,24,10.5,1.75,32,4,33.8,-118.02
3.596,8.4952,16,6.890443,0.916084,1379,3.214452,33.8,-118.02
2.195,5.32,16,6.186154,1.078462,1488,2.289231,33.8,-118.01
3.909,8.7015,18,7.519824,0.955947,1272,2.801762,33.78,-118.05
3.535,6,25,7.760599,1.084788,1098,2.738155,33.78,-118.05
3.591,6.6264,25,7.226994,1.01227,937,2.874233,33.78,-118.05
3.556,7.3463,22,7.48244,1.038817,1637,3.025878,33.78,-118.06
2.451,5.0261,33,5.640756,0.978992,1359,2.855042,33.8,-118.04
1.969,4.8,21,4.603774,1.056604,1215,2.54717,33.8,-118.06
3.207,6.4288,26,7.0752,0.9984,1936,3.0976,33.79,-118.07
2.125,4.1379,22,4.683168,1.094059,1015,2.512376,33.8,-118.06
1.953,3.6217,20,4.536184,1.095395,937,3.082237,33.8,-118.06
1.931,3.6442,17,4.584586,1.041353,1161,2.182331,33.8,-118.07
2.774,3.2465,19,5.876972,1.119874,1260,3.974763,33.79,-118.05
2.56,4.5395,21,5.866253,1.06643,3193,2.828167,33.84,-118.04
3.297,6.983,21,7.477064,0.998471,2295,3.509174,33.84,-118.05
3.207,4.6681,19,6.050802,1.109626,2318,3.09893,33.83,-118.04
2.739,5.844,26,6.334877,0.983025,2072,3.197531,33.82,-118.04
2.019,4.055,20,5.257951,1.102473,972,3.434629,33.83,-118.04
1.596,5.123,25,5.841509,1.05283,732,2.762264,33.82,-118.05
1.909,4.5833,25,6.354217,1.113253,965,2.325301,33.82,-118.06
2.63,5.4216,25,6.428309,0.943015,1839,3.380515,33.81,-118.06
3.988,8.5407,22,7.366848,0.956522,1305,3.546196,33.81,-118.07
2.182,3.8792,22,4.715254,1.145763,810,2.745763,33.8,-118.07
2.375,3.3155,21,4.503788,1.064394,577,2.185606,33.81,-118.08
2.444,5.6093,17,5.970968,1.116129,770,2.483871,33.82,-118.03
2.453,3.6815,17,4.765864,1.043764,1077,2.356674,33.82,-118.03
3.185,6.0162,20,5.639831,0.983051,1275,2.701271,33.82,-118.03
2.583,4.7466,19,5.765661,1.013921,1286,2.983759,33.82,-118.02
2.6,3.2933,16,3.927586,1.131034,665,2.293103,33.83,-118.02
1.984,4.225,34,4.635311,0.945007,2072,2.998553,33.83,-118.03
2.296,4.625,25,5.952849,1.045187,1668,3.277014,33.83,-118.03
1.328,3.175,25,4.173913,1.059783,529,2.875,33.83,-118.03
2.264,4.53,22,5.181195,1.032321,2812,2.754163,33.83,-118.06
2.867,5.7018,24,6.490226,1.019549,2286,3.437594,33.83,-118.05
3.439,4.88,21,5.88209,0.977612,1897,2.831343,33.83,-118.06
3.867,8.6123,21,8.056452,1,1323,3.556452,33.82,-118.05
1.638,3.8512,17,3.938124,1.02994,1112,2.219561,33.83,-118.06
2.134,4.6458,24,6.242947,1.057994,1568,2.45768,33.82,-118.06
2.41,5.8527,22,6.309487,0.970451,2204,3.427683,33.81,-118.04
2.161,5.6846,27,6.016097,1.036217,1849,3.720322,33.81,-118.04
2.346,5.2542,26,5.606667,0.971111,1377,3.06,33.81,-118.05
2.374,5.7089,26,6.694291,1.044199,1779,3.276243,33.81,-118.03
2.893,4.535,19,5.574534,1.018634,1014,3.149068,33.86,-118.03
2.792,5.6094,24,6.290141,0.977465,1162,3.273239,33.85,-118.04
3.159,5.777,23,6.552301,0.981172,1646,3.443515,33.85,-118.04
3.131,6.1737,25,7.889503,1.071823,1212,3.348066,33.85,-118.05
3.285,7.5057,18,6.669118,1.003676,1922,3.533088,33.85,-118.04
3.444,3.8426,16,4.706941,1.002571,1347,3.462725,33.85,-118.03
2.086,4.9803,29,5.333782,1.039031,2104,2.831763,33.83,-118.01
2.156,3.9628,29,5.862069,1.083072,1724,2.702194,33.84,-118.01
1.96,4.0156,28,4.646988,1.03253,2328,2.804819,33.84,-118.03
2.176,3.1497,26,4.404385,1.08648,2257,2.749086,33.83,-118.02
2.045,3.7885,21,4.75,1.055556,1173,2.715278,33.82,-118.02
1.923,4.1591,10,5.623377,1.2886,1992,2.874459,33.82,-118.01
1.901,4.4583,18,4.91831,1.016901,3032,2.846948,33.81,-118.01
2.009,5.1155,34,5.432137,0.957878,2227,3.474259,33.81,-118.02
2.207,5.6677,26,5.944162,0.972081,1290,3.274112,33.86,-118.02
2.13,5.3416,31,5.444759,0.932011,1030,2.917847,33.85,-118.02
2.037,4.0865,30,5.132743,0.99115,1434,3.172566,33.85,-118.03
2.241,3.9156,23,5.473108,1.136454,2873,2.861554,33.85,-118.03
2.093,3.8864,29,5.16,1.1175,1265,3.1625,33.85,-118.01
1.952,4.6326,29,4.782813,0.95625,2396,3.74375,33.85,-118.01
1.88,4.5083,34,5.23301,0.995146,575,2.791262,33.85,-118
1.942,3.4306,29,5.738806,1.124378,1218,3.029851,33.86,-118.01
2.021,4.5,28,5.102117,1.043587,2112,2.630137,33.84,-118.01
2.134,5.1775,35,5.875882,1.005642,2354,3.320169,33.84,-118.01
2.141,4.4821,35,5.987931,0.97069,2091,3.605172,33.84,-118.02
2.264,5.4746,30,5.998745,1.04266,2568,3.222083,33.84,-118.03
1.872,3.4167,36,5.196347,1.041096,725,3.310502,33.86,-117.99
2.126,4.9777,34,6.407895,1.006579,957,3.148026,33.85,-117.99
1.972,4.0455,33,5.069136,1.032099,1154,2.849383,33.85,-118
2.03,3.875,32,6.52809,1.101124,563,3.162921,33.86,-118
1.926,5.2548,35,6.018116,0.985507,949,3.438406,33.85,-117.99
2.07,5.103,34,5.90625,0.974432,1379,3.917614,33.84,-117.99
1.951,4.0039,30,5.180602,1.086957,885,2.959866,33.84,-118
1.651,2.8169,29,4.266559,1.029079,2413,3.898223,33.84,-118
1.857,3.139,25,4.240481,1.078824,4188,2.797595,33.87,-118.01
1.78,3.0252,20,4.041096,1.034247,2898,3.308219,33.86,-117.99
2.681,4.7083,28,5.8,1.032143,755,2.696429,33.88,-118
2.696,3.369,19,4.205279,1.146628,1088,3.190616,33.88,-118.01
1.594,4.2422,15,4.360531,1.075901,1261,2.392789,33.88,-117.99
